	L6_T0_1	L6_T0_2	L6_T0_3	L6_T0_4	L6_T0_5	L6_T0_6	L6_T0_7	L6_T0_8	L6_T0_9	L6_T0_10	L6_T0_11	L6_T0_12	L6_T0_13	L6_T0_14	L6_T0_15	L6_T0_16	L6_T1_1	L6_T1_2	L6_T1_3	L6_T1_4	L6_T1_5	L6_T1_6	L6_T1_7	L6_T1_8	L6_T1_9	L6_T1_10	L6_T1_11	L6_T1_12	L6_T1_13	L6_T1_14	L6_T1_15	L6_T1_16	8M1_T0_1	8M1_T0_2	8M1_T0_3	8M1_T0_4	8M1_T0_5	8M1_T0_6	8M1_T0_7	8M1_T0_8	8M1_T0_9	8M1_T0_10	8M1_T0_11	8M1_T0_12	8M1_T1_1	8M1_T1_2	8M1_T1_3	8M1_T1_4	8M1_T1_5	8M1_T1_6	8M1_T1_7	8M1_T1_8	8M1_T1_9	8M1_T1_10	8M1_T1_11	8M1_T1_12	6M4_T0_1	6M4_T0_2	6M4_T0_3	6M4_T0_4	6M4_T0_5	6M4_T0_6	6M4_T0_7	6M4_T0_8	6M4_T0_9	6M4_T0_10	6M4_T0_11	6M4_T0_12	6M4_T0_13	6M4_T1_1	6M4_T1_2	6M4_T1_3	6M4_T1_4	6M4_T1_5	6M4_T1_6	6M4_T1_7	6M4_T1_8	6M4_T1_9	6M4_T1_10	6M4_T1_11	6M4_T1_12	6M4_T1_13
Actinobaculum_schaalii	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0.00925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00425	0	0	0	0	0	0	0	0	0	0	0	0	0.12956	0	0	0	0	0	0	0	0	0
Actinomyces_cardiffensis	0	0	0.0097	0	0.02654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195	0	0	0	0	0	0	0	0	0	0	0	0.0222	0	0	0	0	0	0	0	0.01038	0	0.22072	0	0	0	0	0	0	0	0	0	0	0	0.02199	0.00152	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0.02584	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_europaeus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_graevenitzii	0	0	0	0	0	0	0	0	0.06992	0.00703	0.01127	0.0407	0	0	0.10604	0	0	0	0	0	0.04548	0.01522	0	0.00499	0.0614	0.00507	0.01605	0.00134	0.09859	0	0	0	0.01448	0.03271	0	0	0.07004	0	0	0.03043	0.01398	0	0.01306	0	0	0	0	0.00343	0	0.00087	0.02303	0.0439	0	0	0.54005	0	0	0	0	0	0.00599	0	0	0	0.00126	0	0	0	0.02814	0	0	0	0	0.00079	0	0	0	0	0	0	0	0
Actinomyces_johnsonii	0	0	0.03742	0	0	0	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	0.01006	0	0	0	0.00589	0.00274	0	0.00489	0	0	0	0	0	0	0	0	0	0.01729	0.07729	0	0	0.00322	0	0	0	0	0	0	0	0.20381	0	0	0	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0.00106	0	0.00889	0	0	0	0	0.00564	0	0	0	0	0	0	0
Actinomyces_massiliensis	0	0	0.02086	0	0.01887	0	0	0	0	0	0.01282	0.02173	0	0	0.03965	0	0	0	0	0	0.07166	0.00426	0	0	0	0	0.01893	0	0.01299	0	0	0	0	0	0	0	0	0	0	0.0706	0	0.00108	0	0	0	0	0	0	0	0	0.06083	0	0	0	0.05118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00508	0	0	0	0.03482	0	0	0	0	0	0	0
Actinomyces_naeslundii	0	0	0.00352	0	0.00376	0	0	0	0	0	0.00308	0	0	0	0.01049	0	0	0	0	0	0	0.0049	0	0	0.00052	0.00261	0.0047	0	0	0	0	0	0	0.01727	0	0	0	0	0	0.00398	0	0.00807	0	0	0	0	0	0	0	0	0.02806	0	0	0.00812	0.00752	0	0.00343	0	0	0	0.03273	0	0	0	0.00286	0	0	0	0	0	0.01318	0	0	0	0	0	0	0	0	0.00216	0	0
Actinomyces_odontolyticus	0.00243	0	0.03335	0	0.02404	0.01632	0	0	0.0025	0.04868	0.01587	0.00529	0.0057	0	0.04447	0	0	0	0	0.02265	0.01612	0.35165	0.00102	0	0	0.0208	0.04189	0	0.03689	0	0	0.01498	0.00974	0.06157	0	0	0.00108	0	0	0.07335	0.00782	0.03247	0.04084	0	0	0	0	0	0.00969	0.00178	0.04693	0	0	0	0.02198	0	0.01138	0	0.0045	0	0.02815	0	0.00053	0	0	0	0	0.01569	0	0	0.22213	0	0	0.00576	0.0162	0	0	0	0	0	0	0
Actinomyces_oris	0.00324	0	0.11483	0	0.00496	0	0	0	0.04837	0.00206	0.00293	0.01851	0	0	0.01198	0.00121	0	0	0	0.05011	0	0.00534	0	0	0.00343	0.02419	0.0123	0.00106	0.01537	0	0.01254	0	0	0.00929	0	0	0	0.00208	0.00439	0.04357	0	0.00458	0.02801	0	0	0	0.01558	0.0725	0	0.00151	0.15662	0	0	0.00162	0.00827	0	0.00344	0	0.00052	0	0.00096	0.00169	0	0	0	0	0	0	0	0.00803	0.02201	0	0	0	0.00623	0	0.01679	0	0	0	0	0
Actinomyces_sp_ICM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_sp_oral_taxon_448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_timonensis	0	0	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_turicensis	0	0	0	0	0.01604	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00939	0	0	0.00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0.00198	0	0	0	0.37784	0	0	0	0	0	0	0	0	0	0.21358	0	0	0	0	0	0	0	0	0
Actinomyces_viscosus	0.00175	0	0.08694	0	0.00199	0.00373	0	0.0017	0.05838	0.02273	0.008	0.02242	0	0	0.01202	0.01526	0	0	0	0.04255	0	0.00888	0	0	0.03009	0.11348	0.05837	0.00293	0.02271	0	0.0688	0	0	0.04928	0.00896	0	0	0	0.0429	0.04339	0.0467	0.03234	0.11915	0	0	0.013	0.04726	0.07437	0	0.04701	0.08877	0	0.00149	0.00901	0.05212	0	0.04186	0	0.01793	0	0.01298	0.01017	0	0	0.00192	0	0	0.00025	0	0.01307	0.08261	0	0	0	0.02582	0	0	0	0	0	0	0
Brevibacterium_massiliense	0	0	0.17427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42791	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_accolens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0	0	0	0	0	0	0.00141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02463	0	0.00013	0.01786	0	0	0	0	0	0	0	0
Corynebacterium_amycolatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00394	0	0	0	0	0	0	0
Corynebacterium_aurimucosum	0	0	0.03187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_durum	0.00055	0	0.02024	0	0.01893	0.02205	0	0	0	0.00875	0	0.0095	0	0	0.05822	0	0	0	0	0	0.00753	0	0.00266	0	0.00766	0.02443	0.05676	0.05196	0.0396	0	0	0	0.00661	0.06971	0	0	0	0	0.00155	0.05971	0.02173	0.0031	0.03051	0	0	0	0	0	0	0.06514	0.0155	0	0	0	0.03276	0	0	0	0	0	0.00988	0.00255	0	0	0	0	0	0.00482	0	0	0.00584	0	0	0	0.01769	0	0	0	0	0	0	0
Corynebacterium_kroppenstedtii	0	0	0.03583	0	0	0.02496	0	0	0.00143	0.00057	0	0	0	0	0	0	0	0	0	0.016	0	0	0.00116	0	0	0	0	0	0	0	0.01037	0	0	0.03246	0	0.00552	0	0.02047	0	0	0	0.00054	0.08994	0	0	0.08725	0.27043	0	0	0.00018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00995	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_propinquum	0	0	0.0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01789	0	0	0.00171	0	0	0	0	0	0	0	0
Corynebacterium_striatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08779	7.78324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0.00048	0.05509	0	0	0.44663	0	0	0	0	0	0	0	0	0	0.28587	0	0.05618	0	0	0	0	0	0	0
Corynebacterium_urealyticum	0	0	0.14897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_variabile	0	0	0	0	0.19521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leucobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia_dentocariosa	0.0019	0	0.02579	0	0.02575	0	0	0.01838	0.00402	0	0	0.14695	0	0	0.02539	0.00022	0	0	0	0.02097	0.01539	0.0481	0	0	0.01461	0.08065	0.00097	0.00434	0.02298	0	0.02863	0	0	0.03048	0	0	0	0.00088	0.0068	0.01274	0.01909	0.00132	0.04946	0	0	0.04806	0.01984	0.0529	0.00145	0.01419	0.02827	0.04657	0	0.01452	0.01076	0	0.00785	0	0	0	0	0.00402	0	0	0	0	0	0.00208	0.02223	0	0.00996	0	0	0	0.0144	0	0	0	0	0	0	0
Rothia_mucilaginosa	0.31072	0	0.00138	0	0.00496	0.00018	0	0.07459	0	0	0	0.22271	0.01515	0	0.60288	0.0004	0	0	0	0	0.00126	0.51432	0	0.00362	0.01477	0.39468	0	0	0.03521	0	0	0.10283	0	0.43105	0.00246	0	0.0062	0.00562	0	0.01479	0.12617	0.01816	0	0	0	0.00526	0.00075	0.00815	0.00194	0.04778	0	0.07704	0	0	0.15347	0	0.00535	0	0	0	0.32746	0.07612	0	0	0.00448	0	0.00104	0.04297	0.02409	0	0.03224	0	0	0.14239	0.26021	0	0	0	0	0	0.00536	0
Rothia_unclassified	0	0	0	0	0	0.00289	0.00146	0	0.00053	0.00186	0	0.1149	0	0	0	0	0	0	0	0.01598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00675	0	0	0	0.03068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00119
Rhodococcus_erythropolis	0	0	0.01895	0	0	0	0	0	0.00678	0	0	0.00801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium_avidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium_propionicum	0	0	0	0	0.00705	0	0	0	0.00345	0	0	0	0	0	0	0	0	0	0	0.0036	0	0.00851	0	0	0	0	0	0	0.00263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303	0	0	0	0.02388	0	0	0	0	0	0.00084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alloscardovia_omnicolens	0	0	0.01968	0	0	0	0	0	0.00725	0.00043	0.02994	0	0	0	0.00445	0.01659	0	0	0.06341	0	0	0	0	0.00628	0	0	0.01701	0	0	0	0	0.02547	0.00021	0	0	0	0	0	0	0	0	0	0	0	0.0079	0	0	0	0	0	0	1.2001	0	0.01963	0	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0.55913	0	0	0	0	0.00034	0	0.00366	0	0	0	0	0	0
Bifidobacterium_adolescentis	0	0.09052	0	0	0	0.86097	1.52937	0	0	0	0.02286	0	0.00837	0	5.58061	33.81645	0	0	0	0	0	0	0.54314	30.90242	0	3.55014	0.00741	51.8139	0.47515	0	0	0	0.09749	0	0	0.3868	0	0	0	0	0	0	0.60062	0	0	0	0	0	0.06123	0	0	0	14.82649	2.72532	0	0	0	0	0	0	0	0	0	29.94298	0	0	0	0	0	0	0	0	0	0	5.82788	0	54.65803	0	0.22273	0.24546	0	0
Bifidobacterium_bifidum	0	0	0	0	0.05678	0	0.46495	1.36517	9.83283	0	8.5087	0	0	0	0	2.29339	0	0.03034	0	0	0	0	0	0.43612	7.4553	0	0	2.37088	0	0	0	0	0.18744	0	0	0	0	0	0	0	0	0	0.06505	0	0.75964	0	3.27879	0	0	0	0	10.43809	0	0.73313	0	0	0	6.45713	0	1.61077	0	0	20.32508	4.02351	4.26992	0	0	0	8.58116	0	0	1.49188	1.26357	0	0	0	4.66881	0	0	0	0	0
Bifidobacterium_breve	0	0	0	0	0	0	0	0	2.66105	0	0.03123	0	0	0	0	0	0	0	0.08733	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0	2.00673	0	0.54369	0.15268	0	0	0	0	0	0	4.67533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1132	0	0	6.29209	0	0	0	0	14.23747	0	2.81884	0	1.44098	21.31007	0	0	0	0	0	0	0	0	0
Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bifidobacterium_dentium	0	0	0.03523	0	0.00075	0.42442	0	0.05898	0.13517	0.019	0.18518	0.07071	0	0	0.0243	0.01715	0	0	0	0.08506	0.00177	0	0.72641	0	0	0	0.00805	0.41788	1.17389	0	0.0842	0.03843	0	0	0.87336	0.3512	0	0.20943	0	0	0.23903	0.04427	0	0.03754	0	3.79302	0.07734	3.35853	0.26711	0.30012	0	0	0.08208	0.06655	0	0.00838	0.06214	0	0.02549	0.00684	0.01859	0	0.03017	0	1.0867	0.11984	0.00218	0.04198	0	1.06073	0.14429	0	0	0.00287	0.13089	9.46708	0	0.82138	0.06074	0.05503	0	0
Bifidobacterium_longum	0.08606	0.05712	0.25404	0.12626	1.34337	0.21118	0.05827	0.55006	17.94019	0.09555	7.89796	0	6.7279	0.11108	0.19932	4.52149	0	0.15871	3.15909	0	0.55446	40.00003	0.33809	0.01394	1.36489	2.89195	1.77404	3.65404	0.38925	0	0.67492	0.35684	0	1.4025	5.82034	0.50167	1.32179	1.28243	0	5.31602	0.05795	0	0.0827	0	30.0309	1.50486	1.53868	0.65576	0.0916	0.1568	1.60684	1.79744	0.17609	1.67852	10.99734	0	0.78727	0	0.73961	2.2225	3.6062	29.28034	15.94546	10.23263	5.31464	47.8681	0.0154	25.75374	1.63192	37.14409	0.99045	7.94909	26.56408	0.17654	0.3279	0.04517	5.12577	0	0.28662	0.32449	0.13086	0.00101
Bifidobacterium_pseudocatenulatum	0.0093	0	0	0	3.14882	0	0	0	8.35615	0	1.91891	0	0.87231	0.4084	0	0.12304	0	0	0	0	0	6.14404	0	0	0	0	0	0.4569	0	1.26568	0.00673	2.11216	0	0	1.04876	0	0.67385	0.8218	0	0	0	0	0	0	1.80965	0	0	0	0	0	0	0.27884	0	0	0	0	0.63957	0	0.57223	0	0	7.62888	9.86046	0	0	2.66771	0	1.91834	0.39831	5.09891	0	1.16147	0	0.1819	0.01768	0	0	0	0.01402	0.02041	0	0
Gardnerella_vaginalis	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0	1.00574	0.00549	0	0	0	0.00302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parascardovia_denticolens	0	0	0	0	0	0	0	0	0.03497	0.00191	0.02874	0	0	0	0.00155	0	0	0	0	0.11481	0	0	0	0	0	0	0.02864	0	0.00048	0	0.03632	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0.04473	0.05949	0.24357	0	0	0.01293	0	0	0	0	0	0	0	0	0	0	0.01197	0	0	0	0	0	0	0	0	0.00328	0	0	0	0.04572	0.00545	0	0	0	0	0	0
Scardovia_inopinata	0	0	0.02945	0	0	0	0	0	0	0	0	0.00261	0	0	0	0	0	0	0	0.01361	0	0	0	0	0	0.07179	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00536	0	0	0.00923	0	0	0	0	0	0	0	0	0	0	0.0206	0	0.01711	0	0	0	0	0	0	0	0	0	0	0	0.00551	0	0	0	0	0	0	0	0	0	0	0
Scardovia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.00001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00205	0	0	0.02026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537	0.05082	0	0	0	0.00913	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0	0	0	0	0	0
Scardovia_wiggsiae	0	0	0	0	0	0.00449	0	0	0.34839	0.00537	0	0.00039	0	0	0.01633	0.00171	0	0.01525	0.03522	0.06113	0	0	0	0	0	0.00753	0.04156	0.02658	0	0	0.11961	0	0	0	0	0	0	0	0	0.0701	0	0	0.00072	0	0	0.00681	0.16437	0.17675	0	0	0.24644	0	0	0.06498	0.00316	0	0	0	0	0	0.02743	0	0	0	0	0	0	0	0	0.00087	0.00219	0	0	0	0	0	0	0	0	0	0	0
Adlercreutzia_equolifaciens	0	0.05887	0.19145	0.20351	0	0.12704	0.0561	0.01625	0	0.00523	0	0.79577	0	0.05816	0	0.19435	0	0.0208	0	0	3.68542	0	0.0163	8.72181	0.19789	0.76933	0.01818	0.13128	0.39316	0	0.32178	0.02878	0.23984	0	0	0.0255	0	0.47548	0	0	0.17928	0	0.19381	0.01833	0	0.45736	1.22707	0	0.01051	0.02604	0	0.45381	0.06886	0.02343	0	0	0	0	0	0	0	0	0.51448	0	0.22201	0	0	0	0.22624	0	0	0	0.0032	0	0	0	0	0	0.12706	0.1235	0	0
Atopobium_parvulum	0	0	0.00199	0	0	0	0	0	0.01229	0.00421	0	0.01437	0	0	0.00247	0.00205	0	0	0	0.00794	0	0	0	0	0	0.00563	0.00501	0	0	0	0.00549	0	0	0.00113	0.01016	0	0	0.00029	0	0.02108	0	0	0	0	0	0	0.00136	0.01893	0	0.0026	0.02268	0	0	0.00073	0.00399	0	0	0	0	0	0	0	0	0	0.00034	0	0	0	0	0.02963	0	0	0	0	0	0	0	0	0	0	0	0
Atopobium_rimae	0.00308	0	0.02144	0	0.00047	0	0	0	0.01946	0	0	0.01338	0	0	0.00012	0	0	0.01358	0.00587	0	0	0	0	0	0	0	0	0	0.00249	0	0.00521	0.01207	0	0	0	0	0	0	0	0.02575	0	0	0.00578	0	0	0	0	0.01499	0	0	0.07601	0	0	0	0.01028	0	0.00244	0	0.00472	0	0	0	0	0	0	0	0	0	0	0.00326	0	0	0	0	0	0	0	0	0	0	0	0
Collinsella_aerofaciens	0.99224	0.20915	7.07789	0.63879	5.231	6.25359	0.97118	0.03368	2.84974	1.24332	6.4818	4.34245	0.45497	0.18702	0	0.6777	0	1.41949	2.10745	0	6.46427	6.48231	2.20936	12.6278	1.19492	4.65266	5.96391	2.13474	0.53104	2.7268	0.41787	12.78845	2.62343	5.00924	0.44307	2.31961	0	19.91066	0	1.9469	0.80681	0.16092	3.82158	0	0.10287	3.69589	1.27513	3.63006	0.27551	0.99602	6.16935	3.18612	2.37221	1.50693	0	0	0	0.02307	0	0	0	4.36934	6.02454	3.61629	10.33605	0	0	2.88189	3.30455	3.17593	1.01172	0.66114	0	6.23348	13.01458	0	2.95651	0	0.93841	1.15145	0	0
Collinsella_intestinalis	0	0	0	0	0	0.2695	0	0	0	0	0	0	0.28197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07472	0	0	0	0	0	0	0	3.82915	0.68076	0	0	0	0	0	0	0	0	0	0	0.04991	0.56811	0	0	0	0	0
Coriobacteriaceae_bacterium_phI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16052	0	0	0	0	0.0109	0	0	0	0	0	0	0	0	0.0171	0	0	0	0	0	0	0	0	0	0.00927	0	0	0	0	0	0	0	0	0.10564	0	0.15194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07994	0	0	0	0	0	0	0	0	0	0	0	0	0
Cryptobacterium_curtum	0	0	0.003	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00413	0	0	0	0.00107	0	0	0	0	0.00489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00266	0	0	0	0	0	0	0	0	0	0	0
Eggerthella_lenta	0.02758	0	0	0	0.005	0	0	0	0.02218	0.03751	0.03333	0.03901	0.01462	0	0.00695	0	0.00645	0.20075	0.09609	0.03155	0.02479	0.20052	0	0.02486	0.05143	0.01168	0.1016	0.00089	0	0.08442	0.0663	0.00784	0.00158	0.24038	0.18085	0	0	0.02243	0	0.69007	0.02171	0.00495	0.00235	0.08163	0.01022	0.02284	0.07859	0.31848	0	0.02254	0.36014	0.29339	0.00121	0.08085	1.9165	0.01466	1.79507	0.03953	3.1118	0.48035	0.06252	0.01812	0.24668	0.01049	0.45253	0.38897	0	0	0.26694	0.10228	0.00779	0	0.56308	0.00255	0.06676	0.00553	0.00181	1.03714	0	0	0.00551	0
Eggerthella_unclassified	0.27341	0	0.00805	0	0.29129	0.00198	0	0.00425	0.30283	0.23349	0.15298	0.09542	0.18427	0	0.37182	0	0.07452	0.70301	0.91108	1.98253	0.09021	1.29577	0	0.03259	0.13836	0.08926	0.4836	0.00487	0	0.41926	0.39812	0.4183	0.01228	5.11671	0.22217	0	0.08043	1.96257	1.32395	2.05624	0.09596	0.13041	0.01276	0.27202	0.34463	0.02322	0.55112	0.45337	0	0.03785	1.19969	0.73796	0.17046	0.16147	5.3715	0.28169	3.65675	0.21153	5.78364	1.96229	8.01905	0.22547	0.47122	0.17435	0.09134	0.40776	0.00244	0.0953	0.65746	0.16628	0.20264	0.15607	1.03349	0.0335	0.27217	0.53973	0.21747	0.41055	0	0	0.36027	0
Gordonibacter_pamelaeae	0	0	0.01266	0.00152	0	0.00127	0.00704	0.00802	0	0.14994	0.1807	0.00036	0	0.01303	0	0	0	0.04274	0.1218	0.04127	0.15863	0	0	0.12312	0.19184	0	0.31368	0.0145	0.00754	0.0656	0.11466	0.01229	0.06061	0.25073	0	0	0	0	0.01508	0.06886	0.28804	0.04549	0.23557	0.00482	0	0.11633	0.28326	0	0	0.26664	0.42619	0.06866	0.00953	0.03829	0	0.00337	0.27798	0	0.20603	0.00451	0	0.01436	0.11137	0	0.13777	0.01837	0	0	0.07183	0.00731	0.02183	0	0.0733	0	0.02594	0	0	0	0.01631	0.0167	0	0
Olsenella_profusa	0	0	0.04972	0	0	0	0	0	0.02268	0	0	0.07912	0	0	0	0	0	0	0	0.00503	0	0	0	0.00769	0	0	0.02308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00792	0.01224	0	0.00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069	0	0	0	0	0	0
Olsenella_uli	0	0	0.07471	0	0.00484	0	0	0	0.03378	0	0	0.00813	0	0	0.00517	0	0	0	0	0	0	0.00178	0	0	0	0.02255	0.00512	0	0	0	0.00189	0	0	0	0.00024	0	0	0	0	0.05556	0	0.01459	0	0	0	0.05189	0.00893	0	0	0	0.05416	0	0	0	0	0.00431	0.0857	0.00137	0.10364	0	0	0	0	0	0	0.00961	0	0.0016	0	0	0.01112	0	0	0	0	0	0	0	0	0	0	0
