	L6_T0_1	L6_T0_2	L6_T0_3	L6_T0_4	L6_T0_5	L6_T0_6	L6_T0_7	L6_T0_8	L6_T0_9	L6_T0_10	L6_T0_11	L6_T0_12	L6_T0_13	L6_T0_14	L6_T0_15	L6_T0_16	L6_T1_1	L6_T1_2	L6_T1_3	L6_T1_4	L6_T1_5	L6_T1_6	L6_T1_7	L6_T1_8	L6_T1_9	L6_T1_10	L6_T1_11	L6_T1_12	L6_T1_13	L6_T1_14	L6_T1_15	L6_T1_16	8M1_T0_1	8M1_T0_2	8M1_T0_3	8M1_T0_4	8M1_T0_5	8M1_T0_6	8M1_T0_7	8M1_T0_8	8M1_T0_9	8M1_T0_10	8M1_T0_11	8M1_T0_12	8M1_T1_1	8M1_T1_2	8M1_T1_3	8M1_T1_4	8M1_T1_5	8M1_T1_6	8M1_T1_7	8M1_T1_8	8M1_T1_9	8M1_T1_10	8M1_T1_11	8M1_T1_12	6M4_T0_1	6M4_T0_2	6M4_T0_3	6M4_T0_4	6M4_T0_5	6M4_T0_6	6M4_T0_7	6M4_T0_8	6M4_T0_9	6M4_T0_10	6M4_T0_11	6M4_T0_12	6M4_T0_13	6M4_T1_1	6M4_T1_2	6M4_T1_3	6M4_T1_4	6M4_T1_5	6M4_T1_6	6M4_T1_7	6M4_T1_8	6M4_T1_9	6M4_T1_10	6M4_T1_11	6M4_T1_12	6M4_T1_13
Prevotella_oris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella_stercorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80941	0	0	0	0	0	0	0	0	0	0	0.0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10294	0	0.00208	0	0	0	0	0	0.0376	0	0	0	0	0	0	0	0.32995	0.01317	0	0	0	0	0	0	0	0	0	0	0	2.02468	0	0	0	0	0	0	0
Prevotella_timonensis	0	0	0	0	0.02183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01128	0	0	0	0	0	0.01925	0	0.00245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alistipes_finegoldii	0	0	0	3.26476	0	0.01263	1.47199	0.0627	0	0.01957	0.07861	0	0	1.52007	0.00024	0.05277	0	0	0	0	0.00681	0	0.04409	0	0	0	0.00845	0	0.06483	0	0	0	0.08486	0	0	0.03849	0	0	0	0	0.17555	0	0.02364	0.19637	0.58029	0.03283	0.00024	0	0.5953	0.08011	0	0	0	0	0	0.58699	0.1789	0	0.14198	0.19171	0	0.04172	0	0	0	0	0	0	0	0	0	0	0	0.04796	0	0	0	0	0.31163	0.23963	0	0
Alistipes_indistinctus	0	0	0.00749	0	0	0.05129	2.79562	1.22443	0	0	0	0.0252	0	0.27855	0.00206	0	0.0004	0	0	0	0	0	0.03866	0.01059	0	0	0	0	0.00807	0	0	0	0.52807	0	0	0.03396	0	0	0	0	0.10678	0	0.33379	0	0.01153	1.9686	0	0	0.00482	0.15167	0	0	0	0.02495	0	0	0.00348	0.04505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03122	0.01761	0	0
Alistipes_onderdonkii	11.33507	4.48207	0	0	0	0.34829	6.75091	0.07548	0	0.10064	0.2215	0.01711	0	0.65883	0	0.21715	0	0	0.00042	0	0	0	0.54114	0	0.00131	0.96241	0.02175	0	0.03064	0.31986	0.04069	0.0039	0.92972	0	0	1.24175	0	0	0	0.05084	1.18866	0	0.51153	0	11.73215	0	0.52789	0.00202	0.34254	0.33528	0.12965	0.28315	2.55996	0.1917	0.00144	0	4.06942	17.40986	3.57307	6.27001	0	0	0	0	0	0	0	0	1.9423	0	0	0	0	0.00175	0	0	0	0	0.84883	0.71947	0	0
Alistipes_putredinis	4.42401	0	0.02904	4.22339	0	1.13994	13.50134	9.00114	0	0.79518	0.25263	0	0	11.54693	0.3133	0.1658	0	0.00176	0.0058	0	0.01269	0	1.11668	0.08738	0.08701	0.22562	0.08862	0.02703	0.48082	2.53518	0	0	0.4365	0.09436	0	1.71941	0	0	0	0	3.56676	0	0.47698	0	0	3.11861	2.07195	0	6.46449	3.40674	0	0.4463	0	0.1554	0	4.57135	0.07565	0	0.04775	1.02887	0	0.10128	8.11077	0	0	0	0	0	2.76066	0	0	0	0.04162	0.92796	0	0	0	0	2.83001	1.36614	0	0
Alistipes_senegalensis	0	0	0	0.38474	0	0.07954	0.11311	0.02531	0	0	0	0	0	0.03134	0	0.00407	0	0	0	0	0	0	0.18494	0	0	0	0	0	0	0	0	0	0.01218	0	0	0.0666	0	0	0	0	0.05409	0	0.0576	0.03287	0	0.00914	0	0	0.00322	0.03813	0	0	0	0.01308	0	0.19579	0	0	0	0.03546	0	0.10139	0	0	0	0	0	0	0	0	0	0.0002	0	0.001	0.00502	0	0	0	0.23814	0.15233	0	0
Alistipes_shahii	0	0	0.0153	4.77675	0.12817	0.1998	6.25733	1.71776	0	0.04766	0.01049	0.00313	0	4.03224	0.00841	0.44151	0	0	0	0	0.00935	0.009	0.59809	0.00877	0.01628	0	0.01234	0	0.16263	0	0.01196	0	0.26924	0.05152	0	0.07633	0	0	0	0	3.55028	0	0.17337	0.51425	0.21609	1.71319	0.93572	0	1.52114	1.97225	0	0	0	0.26587	0	1.26452	2.33057	0	1.62431	0.63795	0	0.94906	0	0.10477	0	0	0	0.28066	0	0	0	0.1819	0.00371	0.08185	0.05446	0	0	0	1.07755	0.68179	0	0
Alistipes_sp_AP11	0	0	0	0	0	0	0	1.26873	0	0	0	0	0	1.33709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61519	0	1.00134	0	0	1.04291	0	0	0	1.33752	0	0	0	0	0	0	0	0.55207	0	0.72769	0	1.17398	0	0	0	0	0	0	0	0	0	0	0.13075	0	0	0	0	0	0	0	0	0
Alistipes_unclassified	0	0	0	0	0.08976	0	0	0	0	0	0	0.02843	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46607	0	0	0	0	0	0	0	0	0	0	0.00476	0	0	0	0	0	0	0	0	0	0	0	0	0.18194	0	0	0	0.09999	0	0	0	0	0	0	0	0	0	0
Sphingobacterium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate_division_TM7_single_cell_isolate_TM7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00373	0	0	0	0	0	0	0	0	0	0	0.02787	0	0	0	0	0	0	0	0	0	0	0.01996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
candidate_division_TM7_single_cell_isolate_TM7c	0	0	0	0	0.00661	0	0	0	0	0	0	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0.01356	0	0	0	0	0.01692	0	0	0	0	0	0.05687	0	0	0	0	0	0	0	0	0	0	0.07169	0	0	0	0	0	0	0	0	0	0.00797	0	0	0	0	0	0	0.01744	0	0.00166	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus_fusiformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus_sphaericus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27156	0	0	0	0	0.02355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemella_haemolysans	0	0	0	0	0	0	0	0	0	0.00705	0	0.02179	0	0	0.00541	0	0	0	0.00357	0	0	0	0	0	0	0.0022	0.01447	0	0	0	0	0.00013	0	0.00513	0	0	0	0	0	0	0	0	0	0	0	0.02144	0	0	0	0	0	0.00152	0	0.00171	0	0	0	0	0	0	0.00961	0.00452	0	0	0	0	0	0	0	0	0	0	0	0.01045	0	0	0	0	0	0	0	0
Gemella_morbillorum	0.00027	0	0.02282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01057	0	0	0	0	0	0	0	0	0	0	0	0.03831	0	0	0	0	0	0	0	0	0.00867	0	0	0	0.0402	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00178	0	0.00293	0.00758	0	0	0	0	0	0	0.00048	0	0	0.00681	0	0	0	0	0	0	0	0
Gemella_sanguinis	0.01847	0	0	0	0	0	0	0	0	0	0	0.02376	0	0	0.01975	0	0	0	0	0	0	0.0386	0	0.03644	0	0	0.0014	0	0.03574	0	0	0.00049	0	0.07244	0	0	0	0	0	0	0	0.00346	0	0	0	0	0	0.05659	0.02155	0	0	0	0	0	0.00656	0	0	0	0	0	0.02629	0.00229	0	0	0	0	0	0	0	0	0.02631	0	0	0.02327	0.05362	0	0	0	0	0	0	0
Gemella_unclassified	0	0	0	0	0	0	0	0	0	0.0156	0	0	0.00027	0	0	0.00257	0	0	0	0	0	0	0	0	0	0	0.00737	0	0	0	0	0.00143	0	0	0.00239	0	0	0	0	0.00308	0	0	0	0	0	0	0	0	0	0	0.0032	0.00099	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0.00105	0	0.00036	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28581	0	0	0	0	0	0	0.01352	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0.00571	0	0	0	0	0	0	0	0	0	0.06894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02826	0	0	0	0.00383	0	0	0	0	0	0	0	0	0
Staphylococcus_epidermidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00784	0	0	0	0	0	0	0	0	0	0	0	0	0.04603	0	0	0	0	0	0	0
Staphylococcus_haemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus_saprophyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abiotrophia_defectiva	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01599	0	0	0	0	0	0	0
Aerococcus_viridans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eremococcus_coleocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Facklamia_ignava	0	0	0.00849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella_adiacens	0	0	0.00131	0	0	0	0	0.00058	0	0.00797	0	0.03086	0.01515	0	0.00959	0	0	0	0.04895	0	0	0.0094	0	0.00348	0	0.03375	0.00307	0	0.00581	0	0	0.00647	0	0.04401	0.00053	0	0	0	0.00238	0	0.00648	0	0.00021	0	0	0.00971	0	0.00777	0	0	0.00707	0	0	0	0	0	0	0	0	0	0.02463	0.0058	0	0.00267	0	0	0	0	0	0.00146	0.00215	0	0	0.00722	0.01206	0	0	0	0	0	0	0
Granulicatella_elegans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34223	0	0	0	0	0	0	0	0	0	0	0	0	0.01869	0	0	0	0	0	0	0	0	0
Granulicatella_unclassified	0.01378	0	0	0	0	0	0	0.00751	0.00867	0.04081	0.00954	0.02654	0	0	0.0534	0.00272	0	0	0	0	0.01111	0.00826	0	0.02085	0	0.02039	0.0109	0	0.01042	0	0	0.00981	0.0063	0.05147	0.00988	0	0.00177	0	0.00049	0.01041	0.005	0	0	0	0	0	0	0.03813	0.01452	0.00598	0.03376	0.01394	0	0.00071	0.01222	0	0	0	0	0	0.0335	0.0151	0	0.00502	0.00983	0	0	0	0	0.00403	0.01347	0	0	0.03342	0.07203	0.00118	0.00326	0.01304	0	0	0	0.00297
Enterococcus_asini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03159	0.47399	0	0	0	0	0	0
Enterococcus_avium	0	0	0	0	0.01497	0	0	0.0023	0.04896	0	0	0	0.00404	0	0	0	0	0	0.12769	0.45735	0	0	0	0	0.01448	0	0	0	0	0	0	0	0	0	0	0	0.00777	0	0	0	0	1.27898	0	0	0.07642	0	0	0.03098	0	0	0	0.00801	0	0.01729	0.07107	0	0.0087	5.50716	0.01656	0.0658	0	0.05801	0.09321	0	0	0.42262	0	0.35343	0.00918	0	0.10247	0.18745	7.06284	0	0	0.20742	0	0.29283	0	0	0	0
Enterococcus_casseliflavus	0	0	0	0	1.67143	0	0	0.00475	0	0	0	0	0	0	0	0	0	0.13267	0.83029	0	0	0	0.07539	0	0	0	0	0	0.3187	0.51757	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10487	0	0.51407	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00855	0	0	0	0
Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_faecalis	0	0	0.00972	0	0	0.00452	0	0.03251	0	0	0	0.00462	0	0	0.00588	0.09093	0	0.04768	9.584	0.2928	0	0	0.06134	0	0	0	0	0	0.55478	6.37586	2.10379	0	0	0	0	5.0847	0	0	0.248	2.13899	0.00566	47.31373	0.00693	0.6626	0	0.9753	0.00488	0	0	0	0.10491	0	0	0	0	0	5.06314	0.61852	5.007	0.65292	0.03044	0	0.28244	0	0.01147	0	0	0	0	0	1.73368	0	8.11734	0	0	0	0	0.05194	0	0	0.02988	0
Enterococcus_faecium	0	0	1.14795	0	0.01999	0.02556	0	2.6427	0.01432	0.74105	0.05281	0.77871	0	0.07122	0.06593	0.01618	0	2.17232	1.83091	0	0	0	0	1.26098	0	0.00924	0	0.00269	1.7859	0	0	9.83898	0	0	2.80647	0	0	0	0	0	0.24877	0	0.03263	0	0	1.47495	0.32679	0	0	0	0	0.00096	0	0.26766	0	0	21.73688	0	13.02564	0.05796	0	0	0	0	0.09128	0	0	0	0	0	0	0	7.04339	0	0	0.02218	0	0.01101	0	0	0.30563	0
Enterococcus_gallinarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01801	0	0	0	0.0127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00464	0	0	0	0	0	1.08847	0	0	0	0	0	0	0.30099	0	0	0.17668	0	0.00085	0	0	0	0
Enterococcus_hirae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00635	0	0	0	0	0	27.78057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_raffinosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19857	0	0	0	0	0	0	0	0	0	0.00206	0	0	0	0	0	0	0	0	0
Enterococcus_saccharolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetragenococcus_halophilus	0	0	0	0	0.00155	0	0	0	0	0	0.05093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01932	0	0	0	0	0	0.01837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00086	0	0	0	0	0	0
Lactobacillus_casei_paracasei	0	0	0	0	0	0.00221	0	0.00294	0	0	0	0	0	0	0.00012	0	0	0	2.18828	0	0	0	0	0	0	0.54598	0	0.04206	0	0	0.00646	0.04641	0	0	0	0	0	0.07428	0	0	0	0.0053	0	0	0	0.00745	0.0209	0.10352	0	0.02122	0	0	0	0.00581	0	0	0.04653	0	0.01777	0.02641	0	0.05474	0	0	0	0	0	0	0	0	0.00266	0	0	0	0.00219	0	0	0	0	0	0	0
Lactobacillus_crispatus	0	0	0.2906	0	0	0	0	0	0.72452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8878	0	0	0	0	1.92412	0.00692	0	0	0	0	0	0	0	0	0	0	0	0	1.89589	3.47272	1.85348	0.05452	0	0	0	0	0.00131	0	0	0	0	0	0	0.13983	0	0	0	0	0	0.18295	0	0	0	0	0	0	0.21348	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii	0	0	0.00914	0	0	0.00671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02145	0.2731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_farciminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum	0	0	0	0	0	0	0	0.05924	0	0	0	0	0	0	0.4477	0	0	0.00313	0.41806	0.01365	0	0	0	0.56621	0.00425	2.55371	0.00718	0.87234	0.00139	0	0.82445	19.36101	0	0.00109	0.75299	0	0	0.32193	0	0.00808	0.02267	0.02133	0.03765	0.00554	0.14186	2.14554	2.19143	0.89091	0.00976	0.16975	0.02485	0.977	0.00499	15.00083	0.04257	0	4.8869	0.01531	2.58361	0.0027	0.01491	0.13247	0	0	0	0	0	0.00815	0.98926	0.98984	0.05486	0	0	0.01727	0.37108	0.00206	0	0	0	0.00024	0	0
Lactobacillus_gasseri	0	0	0.01772	0	0	0.0087	0	0	6.27242	0.00138	0	0	0	0	0.93534	0	0	0.00015	0	0	0	0	0	0.107	0	0	0.00524	0.45096	0	0	1.02519	0	0	0	0.01386	0.00555	0	0	0	0	0	0	0.02587	0.0182	0.35092	1.63838	0.84673	0.42436	0	0	0	1.45529	0.00387	7.22143	0	0.08993	0	0	0	0.07958	0	0.12511	0	0	0	0	0	0	1.80189	0	0	0	0	0.00459	0.07634	50.74448	0	0	0	0	0	0
Lactobacillus_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03567	0	0	0	0	0	0	0	0	0	0	0	0	0.94361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_mucosae	0.00074	0	0.20678	0	0	0.02701	0.00594	0	1.81577	0.21016	0.09772	0.04866	0	0	0	0.09462	0	0	0	0	0	0	0.00354	5.75686	0	0	1.47397	11.43429	0.32016	0	0	2.8149	0.02859	0.006	0.03198	0.06139	0	0	0	0.08096	0	0.18481	0	0	12.77304	0.39456	0	2.38402	0.1087	0	0.42559	0	2.05272	1.05891	0.02134	0.06769	0.84627	0	0.3461	0	0	0.03085	0	0	0	8.26444	0.00142	0.21622	0	0.03305	0.1755	0.04803	0	0.3299	0.01222	20.94004	0	0	0.0155	0.01068	0	0
Lactobacillus_oris	0	0	0.00849	0	0	0.03037	0	0	0.06535	0	0	0	0	0	0.03529	0	0	0	0	0.03788	0	0	0	0	0	0.04283	0	1.12723	0	0	0.51326	0	0	0	0	0.04843	0	0	0	0	0	0.02233	0.0524	0	0	0.97467	0.7888	0.87032	0	0	0	0.74008	0	3.32075	0	0	0.03222	0	0.01991	0.67536	0	0.05096	0	0	0	0	0	0.2446	0.97272	0	0.02504	0.03306	0	0	0.00455	0.00485	0	0	0	0	0	0
Lactobacillus_plantarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03281	0	0	0	0.00538	0	0	0	0	0.00309	0	6.10981	0	0.05377	0	0	0.0725	0	0	0	0	0.00828	0	0.63954	0	0	0	0.01475	0	0	0	0	0.12348	0.05001	0	0	0	0	0	0.07116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06362	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00265	0.35771	0	0	0	0	0	0	0.10963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00541	0	0.167	0	0	0	0.00032	0	0	0	0	0	0
Lactobacillus_rhamnosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00538	0	0	0	0	0	0	0	0	0.00937	0	0	0	0	0	0	0.05449	0	0	0.00991	0	0	0	0.01485	0	0	0.1692	0.04948	0	0	0	0	0	0.47675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18999	0	0	0.25992	0	0.01959	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_saerimneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53304	0	0	0	0	0	0
Lactobacillus_salivarius	0.1229	0	0.51034	0	0	0.00891	0	0	5.76625	0.0039	4.95565	0.06725	0	0	4.96308	0	0	0.00095	0.04495	0.70975	0.13773	0	0	0.18376	0	0	0.16134	14.36789	0.02037	0	0.55273	0.78906	0.05325	0.0775	0	0.02919	0	0	0.00057	0	0	0.00482	27.28792	0	0	6.76457	1.77642	10.41646	0	0	4.18973	26.0692	0.01088	23.6615	0.32174	0.01039	4.2972	0	2.34583	0	0.261	0.26207	0	0	0.00266	0	0.0128	0	20.80278	0	0.01474	0	0	10.63431	1.03522	0.44265	0	0.19671	0	0	0.01325	0
Lactobacillus_vaginalis	0	0	0.01807	0	0	0	0	0	0	0	0	0	0	0	0	0.30749	0	0	0	0	0	0	0	0	0	0	0	0.09791	0.01475	0	0.58275	0.00653	0	0	0	0	0	0	0	0	0	0	0.02733	0	0	2.42763	0.16965	1.13445	0	0	0	0.03505	0.0222	0.48719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06533	0	0.00042	0.03921	0	0	0	0	0	0	0	0	0	0
Pediococcus_acidilactici	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39327	0	0	0	0	0	0
Pediococcus_lolii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5975	0	0	0	0	0	0
Pediococcus_pentosaceus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
