Taxonomy	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12
M230	2243457.108	22372.82539	7188154.077	5473190.278	9353250.075	11612609.9	9898909.908	1176484.328	8886984.444	5464791.725	2243798.869	1328262.682
M231	27852952.99	65189969.01	40621849.65	61320589.92	133447761.2	124256703.9	116715337.3	23806012.63	118660935.2	65595339.62	46774395.55	14945606.84
M232	13970481.65	238275963.2	95646369.05	230460231.1	314309044.6	243173105.2	269809078.8	18417408.38	80496255.85	235901689.3	125196691.2	13322520.58
M233	1232968.529	36090.71399	6127960.369	18993411.75	26896782.89	23123431.27	16755660.5	1494072.452	2112805.867	31047738.84	3104454.471	727710.3568
M234	3178488.28	2119864.682	7827061.522	5440673.617	6916497.847	6097316.144	2897729.552	2613329.483	2908189.439	6170644.367	4873422.944	4128541.165
M235	4601975.074	321797.2546	8078998.016	3024478.015	1953425.776	4832859.246	4054353.992	2431815.541	3594911.76	4888638.4	1973977.451	2299929.609
M236	142307297.7	8179383.852	154567663.5	60628518.86	36796163	52936145.07	166292039.1	281077111.8	103305944.3	209688425.2	85347895.13	263315871.6
M237	369337.378	1705093.067	12751047.91	3263074.991	2967381.544	2419065.487	956176.4672	293041.9128	319899.4991	494867.6882	230569.4974	875744.7037
M238	703301.0058	33709.44358	9604562.417	46856146.18	78308140.72	27498291.52	23832842.86	1230300.118	4728244.729	8979886.928	3711135.669	3144168.666
M239	88928579.5	123440004.4	74913958.81	50347684.76	275824616.5	164429113.9	132939171.8	82295909.98	75957274.52	60835500.79	70827022.62	67862786.19
M240	277006347.1	176413508.7	233020837.9	110286575	163196068.1	151411376.7	605727273.1	165766791.7	409581390.7	551505445.4	352680099.9	221168235.2
M241	39724413.74	2238077.309	9754080.735	354851.4385	337697.5637	397597.5834	8685550.465	17356746.23	19900649.61	3067093.418	3501320.248	9488698.961
M242	27444642.59	22684946.75	31614181.99	1464584.929	12403637.6	5896892.374	98198116.9	15476318.53	31311603.05	25982074.32	11591442.18	52468420.47
M243	112931561.4	515614158.4	705855212.9	317504002.8	250193860.3	356132341.9	953242338.4	103411302.3	321353972	766424343.7	198918587.6	88527388.2
M244	145566618	402897.5018	124607095.2	69356951.08	93451206.2	80660182.58	139227525	83162714.69	68222134.51	96960645.32	22153897.44	42180427.82
M245	332448819.1	11835834.01	240392087.1	19596275.01	14378472.49	18522764.57	105421303.2	436329792	216630747.1	129025881.4	120258687.6	93396243.3
M246	25660735.87	12814187.52	12853313.97	1345723.748	9640441.969	5536047.982	27972489.33	16640534.68	20099621.17	8408323.748	11437487.58	19705215.98
M247	131800834.5	36277802.38	56307889.84	7675101.443	20617935.88	20833339.79	90115804.69	214700607.6	150299043.5	59501375.83	31651014.38	86947236.56
M248	99042787.88	11581897.46	59662466.34	1792376.026	7540016.775	5468228.738	46486636.83	44440359.37	55746292.06	20146692.55	8323375.385	32998322.26
M249	172565610.3	133757402	273766738.1	163338612.2	268884051	87846598.28	398309468.4	240029005.2	242428306.9	279794293.9	99237049.04	207874294.3
M250	328212618.9	944997017.9	1642432752	381946070.5	849418126.1	733655363.6	2105284849	601621372.7	925566768.5	1431466161	476988085.9	278546123.2
M251	60270947.76	45491721.72	195982015.8	30296633.6	4437537	9849047.064	296542636.7	26192259.16	176261472.5	581765574.5	73048947.25	28029388.71
M252	65412471.87	21525053.48	70327711.8	133047721.5	200450959.4	219384423.1	178289385.1	52738881.55	92252866.98	209464880.8	103587067.1	61541567.71
M253	21905637.63	20922988.98	21888908.28	21375084.45	21875092.51	21791498.11	22048532.84	21302193.42	21459828.39	22315567.45	22292596.5	21756684.52
M254	9647277.335	5849985.561	13698992.58	54694200.25	39634880.19	70738530.89	53621202.25	9387433.601	7194027.606	30399749.02	13082792.66	9831184.623
M255	273571.8291	459444787.7	821064856.5	142400235	143655099.1	259598007.3	322546663.4	88784555.15	277234999.4	414598293.3	106451033.2	246216.1323
M256	55449485.29	233435306.6	304152996.1	175465009.2	651218183.8	441695161.4	585155844.8	63151342.63	448950142	213216995.5	105883760.8	39679636.86
M257	66967662.8	1487788.331	388978695.5	104555876.3	103315097.3	126355169.4	452630970.8	62299231.92	246571077.4	348696503.8	103829251.9	20359434.39
M258	49609069.34	72376476.57	19135005.99	57721201.5	44830811.6	77221867.4	108559197.9	32039109.08	66677619.4	39127971.65	44480966.95	24197447.76
M259	15754721.46	18417598.85	17458785.91	18998887.55	19172618.29	17947727.85	18105097.92	17468611.74	17503121.7	18248756.38	17873522.52	18175082.48
M260	50842198.86	24740002.1	31018601.5	23868619.46	53320710.79	46647272.24	11090510.11	26672087.48	26257757.39	26377410.55	26418177.81	24585994.38
M261	5092430.197	1580407.414	5840151.289	2873556.206	2410920.537	3438811.963	7190875.948	6748084.148	6191907.559	6207861.074	10828074.67	7127107.599
M262	1073305664	4296180008	6943768694	1760277155	1865306244	2672327042	8870825407	2089763006	2928145669	6558542990	1539967460	747035253.1
M263	4459248.513	5653216.646	8784543.397	283079.6044	246585.6377	277781.1054	110660925.8	23913199.35	11229337.97	467066813.2	53835376.27	12780887.66
M264	587162294.4	3344611565	4190493324	1539948943	1592333624	2223198443	6418143283	545754728.2	2177762712	5336006419	1127412541	464515005.6
